id,assign,-logKd/Ki,pred_grid_rf,pred_grid_nn,pred_ECFP_rf,pred_ECFP_nn
1c3x,train,3.68,4.276646415552821,4.480519,4.542267346844665,4.608343
1x8j,train,6.96,6.843438639125176,7.6704473,7.106838469713101,7.375584
1bwa,train,8.6,8.538456865127657,8.88279,,
4kwg,test,6.0,5.081154313487235,5.6628275,6.215674814027643,6.187722
4in9,valid,4.97,6.68701093560146,7.569149,6.17773645058446,7.972404
1jq8,train,6.0,6.401530984204127,6.6568327,5.882752391073339,5.778517
1fpc,train,7.0,6.964082624544348,7.924147,6.9943411264612285,6.480327
3ddg,train,6.0,6.072077764277031,6.448999,6.160584484590864,7.8245564
1g1d,train,9.44,9.090133657351068,9.2959795,9.359893730074274,8.969254
1b52,train,7.12,7.010959902794607,7.493438,6.942486716259247,7.107381
4dst,train,2.96,3.7370473876063324,3.689043,4.181412327311393,5.9575167
4io2,valid,6.7,5.283037667071677,5.9816127,,
2vvp,train,3.4,4.059356014580839,4.1137686,,
3hub,train,8.09,7.492150668286814,8.51151,7.889287991498469,8.224383
2wjg,train,7.1,6.780072904009751,7.536971,,
2fqx,train,7.15,6.723462940461701,7.5683346,6.889426142401614,6.8822765
1q8u,train,5.96,6.002223572296495,6.380054,5.939032943676971,7.0930285
3zm9,valid,7.42,6.780486026731464,7.2752028,6.050539319872484,3.6886444
1qhc,train,7.57,7.127168894289163,7.9507713,,
4kow,valid,4.31,6.674544349939249,7.0865664,6.20816204898539,2.7498298
1a94,train,7.85,7.517910085054737,8.3057785,7.739128586610091,7.65677
3g2k,train,4.79,5.104228432563771,5.31888,4.818900106269908,6.118937
2zym,train,6.14,6.620619684082655,6.6078196,5.9471517129700295,6.8895664
3f5k,train,4.62,5.2679343863911985,5.2622023,5.374748615270687,6.39452
4km0,valid,6.04,5.873049817739981,6.4672995,5.29416932341481,6.8486733
1vso,train,4.72,5.402478736330458,5.5881267,,
1zs0,train,6.15,6.118566221142158,6.8506374,,
2e7f,train,6.1,6.2323086269745,6.332394,6.195345377258292,7.045301
3lgs,train,4.61,5.084556500607556,5.4364448,,
3n9r,train,7.15,6.695042527338978,7.3068385,,
1k4g,train,5.85,5.871421628189551,6.7652073,5.771880977683339,6.7139792
1mmq,train,7.52,7.0935358444715275,7.982322,7.342362734679519,7.606272
3nsn,train,7.19,7.237788578371756,7.946135,6.869487880167915,6.906394
4qxo,test,5.51,5.91618469015796,5.7667856,,
1a1e,train,6.0,6.1684082624544345,6.6478815,,
3iae,train,3.89,4.986136087484783,4.648283,,
1tog,train,3.22,3.9255650060752942,4.0220647,,
2ov4,train,4.74,5.430656136087413,5.0037365,,
1li2,train,4.04,4.293499392466565,4.469651,,
3zt2,train,2.84,3.807326852976928,3.8574066,3.7031455897981145,3.828123
2vnp,train,9.92,8.336549210206599,9.749852,,
2gl0,train,4.82,5.335394896719342,5.3458395,,
2ces,train,7.25,6.760279465370603,7.7681484,,
1hnn,train,6.24,6.120510328067967,7.2253594,6.469489904356974,7.298328
1nw5,train,5.21,5.786488456865149,5.9086623,,
4ij1,valid,5.4,5.932296476306206,6.113793,,
1qxk,train,5.05,5.7210328068044305,5.8871336,5.475955670259647,5.5663443
1l8g,train,6.22,6.150704738760621,6.5856166,6.443764612114788,6.37942
1d09,train,7.57,6.914082624544327,7.3401575,,
3zso,train,5.12,5.706913730255109,5.910945,5.159741409847629,5.1192923
1zvx,train,9.22,8.126002430133687,9.275903,,
2o4j,train,10.1,9.194021871203004,10.08522,9.750047821466673,9.320569
2jdm,train,5.4,5.4229526123937015,6.270099,,
1lag,train,6.3,5.972223572296534,6.427593,,
2pym,train,6.82,7.104641555285524,7.79633,,
1zpa,train,8.4,7.933888213851702,8.779835,8.081392136025428,9.212467
1hyo,train,4.07,4.586330498177432,4.87568,,
3fv3,train,9.52,8.611300121506803,9.519797,9.382794899043786,9.401928
3c88,train,6.8,6.687047387606392,7.4414926,6.535812964930992,6.3989844
3gvu,train,8.0,7.489477521263675,8.761576,7.943581296493095,8.410952
2i80,train,5.4,5.633730255164044,6.064758,5.789744952178513,6.2518325
1uho,train,9.22,8.312989064398577,9.117605,8.539160998937358,9.594736
1f0t,train,6.0,6.120498177399757,6.6484127,6.640804109103777,7.1611886
4bkt,valid,3.62,5.622855407047385,5.7361984,6.33336806657743,5.838057
4q3t,test,6.48,5.8018833535844445,6.4776998,6.760021253985179,6.7618785
3q2j,train,4.18,4.8428068043741925,5.5646887,,
1xpz,train,7.08,6.703985419198026,7.7320013,6.716898436313926,7.681747
3s71,train,8.64,7.7854070473876655,8.656764,7.802021152775739,7.7502384
4duh,train,5.18,5.845637910085038,5.7388268,5.558956642180467,7.161702
4o04,test,6.16,6.457533414337797,8.685854,6.975402889529907,10.260521
4pp5,test,7.74,6.355455650060753,7.803348,6.092151965993645,5.697096
2c3l,train,5.07,5.3387727825030735,6.155726,5.2975982996811934,6.333623
1t4v,train,7.68,7.3550425273390365,8.519117,7.439953064116246,8.108955
3l6h,train,5.4,5.301506682867585,5.9405994,,
1q5k,train,7.42,6.847545565006116,7.9892416,7.082784272051042,7.584809
1s19,train,9.51,8.667229647630718,9.693461,8.883358129649423,9.528534
3kgt,train,5.51,5.703754556500685,6.3372097,,
2jg0,train,7.82,7.399392466585642,8.580018,6.823397854359571,8.024785
2pvl,train,7.62,7.0247266099634995,8.060361,7.5482890541976095,8.131722
3cfn,train,5.0,5.401980558930738,6.0286274,,
1zfk,train,7.92,7.827630619684119,8.507894,7.352242295430429,7.7055993
3zsy,train,3.23,4.422660996354808,3.9773374,4.010818278427219,3.7032542
1zfq,train,7.52,7.190838396111852,8.319653,7.915844845908735,8.660465
3kdd,train,8.46,8.09648845686515,9.251181,8.823018065887382,9.662917
2x95,train,4.95,5.529526123936766,6.148602,,
3m96,train,7.22,6.981701093560161,7.5083685,7.117229543039341,7.672967
3f8e,train,7.23,6.757582017010872,7.1957912,6.827551704406028,6.9512234
1szd,train,4.54,5.228238153098398,5.0649657,,
3b3w,train,4.19,4.672612393681679,5.030881,,
4gkh,train,4.67,5.299477521263699,5.1953807,4.804930924548391,4.674272
1ndy,train,6.17,6.432515188335394,6.858519,6.32917109458026,7.458288
3f3e,train,7.7,7.163584447144526,7.7770905,7.691094580233672,7.836175
2y7z,train,8.7,8.435054678007223,9.240469,8.587056323060466,9.056416
3u5l,train,6.19,6.2682260024301035,6.73538,6.047279489904308,6.580548
3juk,train,4.89,5.552077764277032,5.764261,,
3p3t,train,7.24,6.934034021871116,7.652844,6.727424464011514,8.488624
1gpk,train,5.37,5.732673147023034,6.332395,5.718767268862862,6.4088936
3u8j,train,8.51,7.684665856622209,8.164571,7.9602019128587695,7.291635
1utn,train,3.49,4.115054678007244,3.973434,,
1ndw,train,5.23,5.623122721749676,5.9938626,5.764133900106218,7.225294
2pmk,train,5.92,6.053256379100881,6.334272,,
2qtt,train,4.32,4.860267314702357,5.13174,,
1wc1,train,4.0,4.827144592952612,5.0533533,,
188l,train,3.33,4.042405832320746,4.239545,3.719032943676906,4.3978486
3syr,train,5.1,5.0228797083839245,5.40205,4.656020191285841,5.1941385
3ed0,train,6.35,6.119720534629416,6.947673,6.329989373007506,6.5531273
1t7j,train,8.7,8.109501822600171,8.894233,,
4i8n,train,4.46,5.129307411907677,5.054272,5.346546227417656,6.0824566
2pv1,train,7.14,7.236306196840869,7.5981216,6.875019482819742,6.6983585
3tz0,train,5.04,5.214264884568632,5.952407,,
4lko,valid,8.22,6.1968894289186025,7.8640614,6.883942614240164,7.377907
3bra,train,2.7,3.4211786148237944,3.3470478,3.2782678002125203,5.0347133
1trd,train,5.4,5.235637910085077,5.885951,,
1ydb,train,8.24,7.653304981773912,8.557219,,
3aid,train,6.86,6.876014580801908,7.463852,7.244165781083864,8.108015
4kp8,valid,5.48,5.797557715674365,7.0547953,7.319495217853381,6.6465
2w26,train,9.4,8.74388821385168,9.2454195,8.482927736450513,8.811316
4i7k,valid,3.04,5.108031591737533,5.851988,4.0721599362380285,5.0753245
1bty,train,4.74,4.827326852976848,5.0842276,,
2uxz,train,8.48,8.181482381530888,9.00038,8.441944739638572,8.734116
2fzc,train,2.7,3.7522357229647394,3.7631736,,
2qbw,train,7.25,7.234556500607535,8.063972,6.832274176408084,7.054019
2p3b,train,8.48,8.029246658566134,8.477652,8.485175345377057,8.919826
2qi1,train,7.3,7.533547995139792,7.6656704,7.415005313496359,8.335819
3o9d,train,10.72,10.308116646415579,10.75449,,
1fzk,train,8.4,7.864483596597758,8.6676035,8.087236981934002,8.057385
1t32,train,7.42,7.2670959902795,7.9461145,,
3o9i,train,11.82,11.010741190765408,11.963884,,
1moq,train,3.46,4.348918590522493,4.0635014,,
3gy2,train,5.74,5.912831105710742,6.2059264,,
4abe,train,3.4,4.206792223572334,4.4507265,3.8704250797024904,4.8847756
1nvr,train,8.11,7.7563304981773475,8.420692,,
2doo,train,7.17,6.876281895504286,7.7207074,7.125063913769589,7.901849
1tq4,train,6.19,6.270534629404594,6.8709626,,
2bmk,train,5.62,5.832430133657297,6.3216543,,
3td4,train,5.66,5.453645200485989,6.094215,6.234771519659898,6.2095027
1o2q,train,7.68,7.132405832320813,7.907088,7.392380446333746,8.20278
1h0a,train,5.44,5.512430133657349,6.1039605,,
3kgu,train,5.92,6.013560145808053,6.3105483,5.933400637619602,6.007028
4mpn,test,6.62,6.12763061968408,6.3894014,6.845410910379018,7.6963477
3hvh,train,8.52,8.108396111786247,8.661858,8.408767268863036,9.35545
3iph,train,7.6,7.319684082624588,8.294249,7.567162592986268,7.7110205
1g54,train,8.82,8.496500607533356,9.03421,8.74735387885218,9.270004
1gu1,train,4.52,4.781761846901571,5.4414973,4.661700318809788,6.645577
1qy1,train,6.52,6.221433778857886,7.054008,6.487917109458148,6.996793
2h5a,train,5.1,5.132515188335328,5.612018,,
3h1x,train,5.89,5.977569866342662,6.725075,5.904622741764131,6.1225767
3oim,train,6.74,6.886208991494452,7.150324,6.718692879914864,7.5109363
3cl0,train,7.07,6.741105710814083,7.683024,,
3zyu,train,7.0,6.725990279465371,7.895681,6.966991042963412,7.629622
2vjx,train,4.96,5.103730255164054,5.499335,,
3ove,train,6.57,6.538298906439847,6.6078196,,
2ves,train,7.7,7.358566221142103,8.075829,7.420520722635418,7.546717
2rka,train,3.0,3.620328068043741,3.7553544,,
3v4t,train,4.11,4.951530984204156,4.9717584,,
1mq5,train,9.0,8.478031591737548,9.083711,8.104420828905429,9.488404
3su3,valid,9.13,6.550000000000001,5.9931808,6.763387176762386,6.603637
4dsy,train,4.43,4.661360874848076,5.1910615,5.169234856535581,5.891417
2a5b,train,3.93,4.688068043742363,4.636719,4.185313496280505,5.1222534
2w4x,train,4.85,5.331944106925856,5.7916455,5.153094580233797,5.27679
4az6,test,9.1,6.274690157958687,6.299521,5.782449521785356,7.5006466
4k3h,valid,6.85,6.3937910085054765,6.9048758,5.673340417995063,6.3098207
1qbq,train,8.3,7.622405832320851,8.337288,,
3ag9,train,8.05,7.619234507898014,8.273961,7.661927350014581,8.396498
4bcn,valid,7.92,6.232551640340226,8.108224,7.048172157279496,9.567903
1oif,train,7.72,7.076901579586889,7.5410376,7.711147715196659,7.9287267
1gwv,train,2.57,3.8656257594167944,3.438602,,
4cig,test,3.67,6.640984204131229,7.480186,6.090499468650378,5.9314966
2r59,train,8.19,7.7197448359659075,8.517829,,
3l4u,train,7.52,7.025151883353657,7.906516,7.080945802338051,7.776198
4np3,test,3.3,5.783936816524902,6.095359,7.058695743456958,6.123653
2exm,train,4.11,4.820157958687747,4.808349,4.723900106269932,6.1495643
4e1k,valid,6.3,5.935066828675578,6.343585,6.622964930924561,8.22015
4ibi,test,4.14,6.543134872417982,7.879892,6.032072263549418,6.48272
3myq,train,7.52,7.357557715674444,7.9272804,7.33041445270998,7.6934123
1yc4,train,6.55,6.536865127582083,7.005553,6.446095094443181,7.1035147
2amt,train,4.44,5.234191980558942,5.248148,,
4br3,valid,5.72,6.407047387606325,7.6050143,5.632582359192329,6.3284736
1v11,train,3.98,4.21692588092346,5.089335,,
2pql,train,7.28,6.718541919805589,7.575507,7.067290116896886,7.411444
966c,train,7.64,7.146051032806846,8.2228985,7.788533475026668,8.971201
3uxd,train,4.41,4.701980558930708,4.959798,5.058427913567088,5.087658
2z4o,train,9.57,9.380400972053414,9.736748,9.571753453772459,9.9208
3pce,train,2.0,3.083499392466586,3.0390553,3.047013815090327,4.686263
3n3j,train,8.48,8.12019441069249,8.379869,8.11024442082878,8.944147
2we3,train,4.43,5.203876063183442,5.0494,,
1ur9,train,5.77,6.1997326852977395,6.2115707,5.522821340013213,6.3497405
4gfo,valid,6.62,5.9141798298906485,8.072206,,
3uo4,train,6.52,6.504860267314771,7.2450395,6.629978746014962,7.5696874
1lkl,train,5.81,5.991737545565028,6.2494993,,
3dk1,train,9.74,9.69061968408252,10.033736,9.817300743889383,9.864274
3pn4,train,6.85,6.760243013365773,7.5506907,,
3r4m,train,5.92,5.782770352369416,6.6904674,,
3f78,train,3.1,3.8090643985418846,3.7689986,3.773241232731098,5.15013
3kgp,train,2.57,3.722174969623345,3.7808442,3.4250903294367947,4.955713
1hms,train,6.37,6.323973268529718,7.4120655,,
4gih,valid,8.32,6.070133657351152,5.8307633,6.439479277364534,5.354859
2r75,train,6.15,6.356719319562558,6.6700096,,
1o3f,train,7.96,7.302260024301353,7.9867797,7.832327311370921,7.738519
1f0u,train,7.16,6.909611178614772,7.2981195,,
4abb,train,4.51,4.666913730255218,5.2667346,4.73017003188104,5.95458
3k97,train,8.0,7.337193195625764,8.247411,7.711333204521323,8.530872
1b55,train,7.4,6.78599027946534,7.531941,,
1w0z,train,7.68,7.421433778857864,8.268913,7.716939426142465,7.8362503
3ip8,train,2.28,3.4583353584447405,3.2294896,,
1wur,train,6.66,6.707691373025467,7.427825,,
4m8e,test,7.89,6.573122721749707,8.715394,6.629870578412056,7.990507
3hu3,train,6.89,6.754507897934431,7.5794845,,
3dri,train,4.42,5.124714459295292,4.8955503,4.9173645058448745,5.935962
3qfz,train,3.24,4.035917375455595,4.316137,,
4mr6,valid,6.6,5.997521263669499,6.9695134,6.484250797024448,8.034503
2cbu,train,5.68,5.7576063183474915,6.892733,5.676971307120097,6.5204268
2iw4,train,9.3,7.805880923450864,8.649331,,
4ca5,test,9.39,7.028724179829883,7.7433953,,
2pk6,train,10.89,9.806852976913813,11.103175,,
2r5p,train,8.48,7.906840826245355,8.830376,,
2olb,train,5.54,5.9119441069258665,6.082279,5.91385759829966,6.6971455
1if7,train,10.52,9.162660996354925,10.411109,,
4mnp,test,7.34,6.193645200486032,6.6116953,,
4ad3,train,4.62,5.327326852976859,5.6742806,4.7368563584838395,5.8975763
4f39,train,5.7,5.694835965978072,6.274148,,
3dne,train,5.22,5.529854191980522,6.36513,5.412753453772568,5.827227
4w97,test,7.1,7.015516403402185,7.9127455,,
3liw,train,7.6,7.169052247873672,8.025149,7.312529224229617,7.4766746
4je7,test,6.4,6.804009720534625,8.570056,,
1elr,train,4.96,5.695249088699897,5.3710537,5.237818278427231,5.725872
1m0n,train,2.22,3.6252733900364187,3.4252558,,
3ies,train,9.92,8.668663426488493,9.825172,,
1mq6,train,11.15,9.6901093560145,11.05418,,
1s89,train,5.24,5.291227217496885,5.488911,,
3d8w,train,8.15,7.831786148238109,8.480057,8.201477151965882,9.417544
2g71,train,7.46,7.145285540704757,8.009425,7.414729011689715,7.4158297
4w9d,test,4.99,6.3034993924665805,8.209175,6.682100602196268,8.313001
1i00,train,6.34,6.224362089915,7.1062512,6.576493092454894,7.1325064
3qqa,train,5.82,6.216658566221142,6.0104113,5.995483528161509,5.972055
3s2v,train,6.8,6.770984204131299,7.3885345,6.561838469713151,7.945846
3vhk,train,4.6,5.142308626974452,5.578926,5.109840595111575,5.0158505
1ajx,train,7.91,7.792867557715625,8.513872,8.093666312433534,8.159828
2vh6,train,9.7,8.871202916160318,9.656457,9.262518597236934,9.860247
3kv2,train,7.32,6.6351518833535765,7.517197,7.131636556854395,7.6561036
3ebi,train,7.1,6.828226002430173,7.544037,,
3tza,train,5.5,5.8191251518833536,6.37877,,
3hx3,train,8.0,7.585868772782508,8.788011,7.516400106269947,7.419378
3ckb,train,2.98,4.15633049817741,3.6548731,,
1j14,train,4.49,4.531130012150609,5.1992083,,
4k7n,test,3.48,4.81884568651276,5.050441,5.903887547096915,5.919708
3buf,train,3.1,3.8415431348723796,3.9016342,4.001034360609244,4.453239
2arm,train,7.68,7.207436208991528,7.5096717,7.365951115834281,7.771881
3q7q,train,5.65,5.941543134872419,6.2063885,,
1ela,train,6.36,6.4342041312271885,6.805371,6.800276301806526,7.2020154
4deu,train,5.64,5.913961117861495,6.231942,6.059723698193458,6.976881
4f09,train,6.7,6.495978128797012,7.1224203,,
3ryy,train,7.42,7.376415552855448,8.102652,7.5567268862912425,7.8347793
1b4z,train,5.23,5.849878493317098,6.3202667,5.459819341126433,6.272389
3suw,train,4.7,5.151336573511488,5.7834725,,
3t1m,train,3.04,4.256306196840808,4.034956,3.6545589798087055,5.1472893
1rnm,train,3.07,3.8790765492102386,3.9442773,,
3gpo,train,5.3,5.815479951397386,6.3680673,,
3ppm,train,9.54,8.355103280680423,9.648763,7.948824492726463,8.48953
4dq2,train,7.52,7.237837181045042,8.222395,,
1g7v,train,6.4,6.201773997569851,7.0446033,,
4b76,train,4.54,5.070279465370572,5.2637105,4.705589798087131,4.8634777
2f80,train,8.18,8.624714459295316,8.76997,,
2wly,train,6.6,6.359283110571102,7.263745,6.042852461919998,6.507076
4gql,test,9.59,7.097800729040089,7.815513,,
3d2e,train,6.42,6.367642770352404,7.037651,,
4jz1,test,6.7,6.644592952612393,7.101964,6.767628409493446,8.729095
1o7o,train,4.49,5.207241798298837,5.265387,,
1qin,train,8.0,7.527970838396117,8.364833,7.1507120085016185,7.6422343
4cu8,test,4.47,5.454204131227216,7.314259,,
1nc3,train,5.0,5.481664641555282,6.059709,5.034272051009568,5.6568236
2igv,train,2.23,3.483815309842046,3.3128939,4.118905419766226,5.9966874
3iqu,train,4.77,5.630194410692603,5.663287,,
1o2o,train,6.36,6.380534629404598,7.1777387,6.517919234856498,7.110962
1hvj,train,11.4,10.569805589307308,11.477654,,
1uz4,train,3.4,4.11907654921024,4.4933867,,
1drv,train,6.54,6.448748481166443,6.9893093,,
4ljh,valid,4.71,5.721786148238149,7.1140704,5.866924172651068,7.403929
1f8e,train,4.82,5.127667071688982,5.50762,5.228643495655438,5.41477
1vzq,train,7.44,7.228699878493266,8.325401,7.16394261424009,6.846466
3uxl,train,5.57,5.389708383961145,6.112219,5.192925079702451,5.250532
1f8d,train,3.4,4.347047387606361,4.679431,4.14302742528117,4.2211056
4cjr,test,3.1,6.673001215066827,8.168162,5.8696811902231785,6.0460744
1xt8,train,6.85,6.277253948967212,6.8857036,,
2xbv,train,8.43,7.9941798298906885,8.903402,8.143230605738657,7.5904155
1dif,train,10.66,9.989052247873571,10.843785,,
4ndu,test,2.74,5.562089914945322,5.8105626,,
3bgz,train,6.26,6.304763061968493,7.191632,5.890765143464482,6.9173083
1nny,train,7.66,7.374046172539446,8.10507,7.046607332624808,7.6132727
1g52,train,9.54,9.032442284325613,9.253735,9.477938363443172,8.878736
1jmg,train,6.07,5.960595382746062,6.6372714,,
3nw9,train,9.0,8.239027946537066,9.151523,8.625536663124363,9.40549
4ca8,valid,6.68,6.8864641555285475,6.7182345,,
1w13,train,8.7,8.046585662211351,8.773083,8.258990435706627,7.537217
1c5p,train,4.68,4.670279465370551,5.311817,,
2ha3,train,3.03,3.8760024301336937,4.047105,,
1dar,train,4.96,5.3630012150668485,5.7410874,,
4de5,valid,3.15,5.1900121506682835,4.8923826,5.9034537725823775,4.157236
3rwp,train,9.22,8.249817739975734,9.377624,8.342093517534597,9.592526
1pxo,train,8.7,7.7739975698662676,8.928544,7.769117959617352,8.28448
3ov1,train,5.2,5.762454434993865,5.8801956,,
1c5x,train,6.68,6.235771567436218,7.138947,6.660913921360308,7.2332287
1lzq,train,8.39,8.112211421628253,9.133282,,
3dhv,train,2.96,4.171251518833553,3.7901154,,
2b1i,train,6.82,6.55049817739975,7.3519273,,
1j01,train,6.47,6.222600243013348,6.9349704,6.479117959617447,6.8257613
1eb2,train,6.01,6.24472660996364,6.4787364,6.29410201912867,7.166625
3zll,valid,6.4,5.728371810449585,5.8701043,5.869115302869293,5.1633263
1c84,train,5.0,5.156877278250299,5.3388906,5.093326248671624,5.5411296
1v2s,train,4.17,4.216609963548015,4.727563,,
1siv,train,8.08,7.74071688942889,8.241539,,
2d1n,train,8.15,7.681567436208939,8.52887,7.93089266737502,8.097277
1o2z,train,6.11,6.212952612393666,6.741609,6.192901168969159,6.6347184
4ceb,valid,2.97,6.79001215066829,8.330676,7.522401700318809,7.7184224
2o4l,train,9.22,8.612077764277073,9.46084,8.958753099539555,9.31337
2rin,train,4.0,4.593888213851764,5.1893,4.255929861849087,4.8891883
1y3n,train,5.55,5.770558930741251,6.3687153,5.495655331208021,6.004024
3qw5,train,6.45,6.507521263669441,7.404925,6.466493092454778,6.372148
4bqs,valid,4.21,5.484860267314701,6.217296,5.744442082890556,3.8174725
3mi3,train,5.45,5.599671931956203,6.101282,,
1lnm,train,8.7,7.962806804374177,8.984055,8.16276301806585,8.16548
3znr,valid,7.44,6.679829890643993,7.1530104,6.606886291179609,6.7038217
2vwn,train,8.0,7.7162818955042685,8.449575,7.987247608926713,9.006326
2jdh,train,6.51,6.458797083839691,6.8965836,6.2834731963632935,7.7115755
2vb8,train,4.6,5.170498177399732,5.506162,5.272301334277959,5.870137
3cd5,train,7.9,7.590048602673097,8.438749,7.528740565137943,7.80465
1lah,train,7.52,6.9514945321993515,7.3944163,7.472465462274336,7.5391183
2oiq,train,5.0,5.660048602673145,5.5632315,,
1add,train,6.74,6.521822600242932,6.848166,6.6067056323059585,6.87753
2wf5,train,6.0,5.962916160388821,6.65762,,
3n76,train,6.85,6.70393681652494,7.512282,6.518852284803457,6.7347336
4j45,valid,5.77,6.29419198055894,7.265042,5.5975132837407005,5.8336163
2vvn,train,7.3,6.735880923450857,8.022342,7.137151965993709,7.550459
3lxk,train,9.8,8.691555285540787,9.270207,8.467026466272033,8.816923
1p1o,train,5.76,5.6831713244229185,6.5174065,,
1gx8,train,6.37,6.263815309841986,6.8419814,,
4pfu,test,6.17,6.443390036452015,7.560192,5.374748615270687,6.39452
2izl,train,6.0,6.159987849331717,6.7875724,7.128714133900139,8.3062
1ai4,train,2.5,3.2046658566221136,3.0813541,,
4rdn,test,5.92,5.878772782503043,7.5024676,6.383408784980502,7.6077266
2bq7,train,7.05,7.180194410692658,7.48136,7.140977683315705,7.841244
4avh,train,7.23,6.818505467800655,7.5299025,6.7493021608217205,6.641597
3acw,train,4.76,5.318724179829963,5.397949,5.434771519660018,5.4788585
2wn9,train,8.52,7.707448359659867,8.832463,7.85493092454845,7.356928
3pju,train,4.88,5.426257594167735,5.5434065,,
3lbj,train,4.96,5.702053462940479,5.304453,5.754176408076539,5.5471344
3ta0,train,3.47,4.579720534629363,4.1742043,,
1f4g,train,6.48,6.505139732685232,6.820351,6.029054197661986,6.0272245
4e9u,train,5.82,5.970218712029167,6.7779617,5.5724654622741685,6.987837
4kzb,test,2.89,5.460012150668289,4.421907,6.653623804463325,7.7749915
2on6,train,6.76,6.562126366950256,7.4518714,,
2cex,train,4.7,5.247618469015743,5.9749303,,
2d0k,train,5.02,5.782904009720561,5.8206887,5.915579171094643,6.336951
2yk1,train,8.13,7.3533535844472,7.865865,8.015855472901258,8.300708
4mhy,test,6.47,6.207618469015785,7.000014,6.523860128536002,8.180587
1ez9,train,5.1,5.71232077764277,5.795603,5.113443461869341,5.154462
4p5d,test,5.82,6.638213851761856,6.753336,,
1syh,train,6.41,6.313037667071636,6.9244933,6.432975557917034,6.606853
3fed,train,7.46,7.072952612393704,7.709008,,
3rm4,train,5.77,5.966208991494565,6.7896113,6.112911795961823,6.7972856
1g36,train,7.17,6.828833535844508,7.728115,7.089893730074439,7.38537
1usi,train,6.74,6.477691373025432,7.3435936,6.740775770456815,6.7094517
4o9v,test,8.0,6.6506682867557725,7.6527677,6.882569075451635,6.6568418
2h21,train,6.54,6.703147023086252,7.397516,6.536429330499437,6.8713646
4nnr,test,7.26,6.739088699878483,6.6630044,8.090470775770429,8.153754
3cj2,train,4.85,5.1916403402186795,5.771079,5.496046758767296,5.9374413
3c2r,train,3.11,3.74075334143379,3.6631033,3.6730924548352943,5.7254367
1uz1,train,6.89,6.533961117861508,7.1072507,6.86658873538797,7.2623606
1rbp,train,6.72,6.68634264884569,8.075935,6.813145589798123,7.260732
4llk,test,3.0,5.080874848116641,5.4963417,5.454917292933485,5.7074676
4llp,test,4.8,4.958869987849326,4.6341853,5.921071394068221,6.20425
1l83,train,3.4,3.872989064398576,3.8223262,3.4952603613177975,4.6333766
1c87,train,4.2,4.569356014580755,4.9521446,,
4ocq,test,4.61,5.570656136087491,4.9274,,
3oy8,train,3.66,4.350097205346266,4.364069,4.171756110520679,5.9151263
3tt4,valid,8.28,6.304763061968405,6.752793,7.019968119022289,6.961093
2nta,train,4.8,5.1001701093560605,5.3904986,5.372699256110571,6.229137
4eo8,valid,8.15,6.745929526123935,8.0449915,6.0186760869935965,3.0230389
3tmk,train,6.87,6.749210206561309,7.5727606,,
2zcr,train,6.87,6.768311057108084,7.088411,,
2vpn,train,6.72,6.290157958687721,6.862181,6.6329436769394565,6.5668354
1bnt,train,9.8,9.156476306196927,9.823455,9.413910733262535,9.683561
2hs1,train,8.48,8.031433778857748,8.763464,,
1ghw,train,4.2,4.851883353584401,5.307775,,
4iic,valid,4.85,5.571227217496967,5.3516674,,
3vfb,valid,9.04,8.069890643985453,9.724227,,
2wkz,train,8.77,8.43663426488468,9.091029,8.698490967056504,9.000398
3b25,train,6.07,6.166597812879708,6.75252,6.035340063761931,5.0030985
3bwj,train,6.5,6.640340218712027,6.862049,6.854179950407391,7.6184
1hee,train,5.34,5.677156743620944,5.981258,,
3ekt,train,10.59,9.204775212636756,10.43896,,
3n4b,train,7.02,7.234726609963638,7.767356,7.140605738576097,7.681331
1j36,train,7.74,7.308201701093465,8.233672,7.956780021253878,9.164756
3ai8,train,3.81,4.266014580801914,4.5760846,4.714822529224218,3.8320103
1mmr,train,5.4,5.80846901579587,6.259607,6.086675876726855,6.7743797
2zdl,train,6.4,6.404398541919788,6.846691,6.434783209351689,7.846756
1o0h,train,5.92,5.9814094775213,6.345807,,
4ewn,train,6.7,6.457970838396056,6.989857,,
1fzj,train,8.1,7.807266099635531,8.71801,7.93612114771531,7.7639775
3k8o,train,11.07,9.114094775212584,9.345569,,
4llx,test,2.89,5.252308626974484,5.5296855,5.23158873538786,4.044048
3afk,train,3.6,4.534884568651235,4.425109,4.211671094580185,3.423129
1hn4,train,3.82,5.034860267314745,5.2619233,,
3m6r,train,7.49,7.191190765492014,7.945902,,
3sw8,train,4.5,4.979562575941678,5.281548,5.09612114771519,5.8019547
1tok,train,2.47,3.357788578371793,2.94702,3.150308182784244,4.4305696
1sqo,train,7.46,6.981166464155545,7.8781223,7.174548352816173,8.275895
3axz,train,3.43,4.415006075334099,4.131213,,
1wuq,train,8.27,7.59812879708393,8.303302,,
1dl7,train,6.49,6.365820170109277,7.0282464,,
2vot,train,7.14,6.862843256379132,8.099172,,
1d4i,train,8.85,8.642296476306253,9.523411,8.885770456960755,8.477014
4nxv,valid,5.42,5.957776427703518,5.424517,,
2i2b,train,2.44,3.5760996354799786,3.2610633,,
4a6c,train,7.92,7.849477521263716,8.500651,8.008565356004302,7.750977
1e1v,train,4.92,5.442503037667104,5.672311,5.460860786397486,6.2626157
3jvs,train,6.54,6.334532199270935,6.7154884,6.597328946292806,7.618968
